campaign_name,campaign_status,campaign_id,ad_group_id,ad_group_name,metrics_clicks,metrics_conversions,metrics_conversions_by_conversion_date,ad_group_ad_status,ad_group_ad_ad_id,final_urls,keyword
PC Cleaner_ENG_US_SEARCH,2,1489522747,62501087443,Computer Diagnostic,475,24.0,24.0,2,421024359742,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],computer diagnostic
PC Cleaner_ENG_US_SEARCH,2,1489522747,67569860568,SpeedUpMyPC - COMP,505,24.0,24.0,3,311714711970,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en-lp/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],speed up my pc
PC Cleaner_ENG_US_SEARCH,2,1489522747,67569860568,SpeedUpMyPC - COMP,915,24.0,24.0,2,427429584463,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],best way to speed up laptop
PC Cleaner_ENG_US_SEARCH,2,1489522747,67569860568,SpeedUpMyPC - COMP,676,24.0,24.0,2,427429584463,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],free pc cleaner and booster
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977148109,Computer clean up-PH,952,23.974175,23.974175,2,420999617265,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],best system software
PC Cleaner_DE_SEARCH,2,137045143,7278498943,Windows aufräumen - PH,1432,23.904248,23.904248,2,593838806564,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],windows reparaturtool
PC Cleaner_ENG_ROW_SEARCH,2,129332503,7792400743,Clean Computer-PH,5922,23.885037,23.885037,2,271597733988,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_ROW&keyword={keyword}&campaignID=ADWORDS'],clean computer
PC Cleaner_FR_SEARCH,2,135863623,7211237023,Nettoyage PC - Logiciel - EX,3947,23.84585,23.84585,2,301405467494,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],logiciel à télécharger
PC Cleaner_ENG_ROW_SEARCH,2,129332503,6486784063,Cleaner Broad-BR,1943,23.830404,23.830404,2,271597733976,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_ROW&keyword={keyword}&campaignID=ADWORDS'],duplicate cleaner windows 10
PC Cleaner_FR_SEARCH,2,135863623,7211242783,Ccleaner Télécharger - BR,2359,23.766667,23.766667,3,250583867970,['http://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],nettoyeurs pc
PC Cleaner_ENG_ROW_SEARCH,2,129332503,6486784063,Cleaner Broad-BR,920,23.743891,23.743891,3,250583296968,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_ROW&keyword={keyword}&campaignID=ADWORDS'],my computer is slow how to fix
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977148869,Clean Computer-EX,747,23.677272,23.677272,2,421024438927,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],clean computer
PC Cleaner_ENG_ROW_SEARCH,2,129332503,6478942303,Pc cleaner-EX,3575,23.673746,23.673746,2,385318313892,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_ROW&keyword={keyword}&campaignID=ADWORDS'],optimize laptop
PC Cleaner_FR_SEARCH,2,135863623,7211234143,Ccleaner Gratuit - EX,4718,23.585988,23.585988,2,301405467482,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],téléchargement cleaner gratuit
PC Cleaner_DK_SEARCH,2,953714811,120662126609,Langsom PC V2,578,23.583333,23.583333,2,499343628639,['https://www.pchelpsoft.com/static/lp/pc-cleaner/dk/?tracking=PH_DK_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],gør computer hurtigere
PC Cleaner_DK_SEARCH,2,953714811,120662126609,Langsom PC V2,1079,23.58,23.58,2,499343628639,['https://www.pchelpsoft.com/static/lp/pc-cleaner/dk/?tracking=PH_DK_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],rensning af pc
PC Cleaner_ENG_AUSTRALIA_CAN_NZ_SEARCH,2,128904343,7792385383,Computer clean up-PH,1254,23.566667,23.566667,2,448088392531,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],free cleanup software
PC Cleaner_ENG_US_SEARCH,2,1489522747,60430717834,My Clean PC-PH`,512,23.5,23.5,3,285562112591,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en-lp/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],mycleanpc
PC Cleaner_DE_SEARCH,2,137045143,7278498943,Windows aufräumen - PH,1072,23.3,23.3,2,455094138958,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],computer ist sehr langsam
PC Cleaner_DE_SEARCH,2,137045143,8100864463,Pc Kostenlos,885,23.3,23.3,2,451505064179,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc zu langsam was tun kostenlos
PC Cleaner_ENG_ROW_SEARCH,2,129332503,6478942303,Pc cleaner-EX,1126,23.288888,21.288888,2,248612371669,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_ROW&keyword={keyword}&campaignID=ADWORDS'],pc cleaner
PC Cleaner_FIN_SEARCH,2,1344629032,55548880780,Ccleaner Free-EX,3022,23.04,17.04,2,266900796474,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fi/?tracking=PH_FI_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],ccleaner free
-- PC Cleaner EN SE,4,53014303,4179077983,Clean up Utility,1480,23.0,0.0,4,16084956943,[],cleanup utility
-- SP-Data Recovery MAC EN SE,4,94229863,4293132343,Mac - recover files,8,23.0,0.0,2,24902143063,[],mac osx recover deleted files
-- SP-Data Recovery EN SE,4,96048223,4354901143,Restore files,1368,23.0,0.0,4,23947286383,[],restore deleted files
-- SP-Data Recovery EN SE,4,96048223,4354901263,Recover deleted files,1032,23.0,0.0,4,17138898943,[],recovering deleted files
-- SP-Data Recovery EN SE,4,96048223,4355725303,File recovery,44,23.0,0.0,2,27154862983,[],deleted file recovery
-- SP-Data Recovery EN SE,4,96048223,4382158063,Recover files broad,34,23.0,0.0,2,27113856823,[],recover files
-- SP-Data Recovery EN SE,4,96048223,4460002063,Retrieve deleted files,33,23.0,0.0,2,27154864183,[],retrieve deleted files
-- SP-Data Recovery EN SE,4,96048223,4484500543,Deleted files broad,1391,23.0,0.0,4,23947290583,[],deleted files
-- PC Cleaner EN SE,4,53014303,5480196343,cc cleaner - free,1309,23.0,0.0,4,22064726023,[],free cc cleaner
**Hardware Helper-SE-EN-Lexmark,4,111214663,5657921983,lemark drivers,5111,23.0,0.0,2,23588521783,[],lexmark drivers
**Uninstaller-SE-EN-CA/US,4,123458503,6114725743,PH - uninstall AVG,29,23.0,0.0,2,26189691943,[],uninstall avg
-- SP-Data Recovery EN SE,4,96048223,6251032303,recover deleted files windows 7,37,23.0,0.0,3,27183507703,[],recover deleted files windows 7
PC Cleaner_ENG_AUSTRALIA_CAN_NZ_SEARCH,2,128904343,6345858223,Pc cleaner-EX - PRIME,437,23.0,0.0,2,250928728920,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc cleaner
SP - Outlook PST_SE,4,129494743,6484865623,Inbox Repair Tool BROAD,1447,23.0,0.0,4,28267474063,[],inbox repair tool
SP - Outlook PST_SE-ROW,4,129505903,6484972543,Scan PST Broad - EX,5172,23.0,0.0,4,28268027743,[],scanpst
Hardware Helper_ENG_SE_LOGITECH,4,130541623,6565036903,Logitech.com - Downloads-EX,653,23.0,0.0,2,29074595383,[],logitech com downloads
PC Cleaner_NO_SEARCH,3,134654983,7143106903,Ccleaner Download- PH,1579,23.0,0.0,4,40409158663,[],ccleaner download
PC Cleaner_FR_SEARCH,2,135863623,7211216743,Ccleaner Free - PH,2483,23.0,11.0,3,250583867490,['http://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],ccleaner free
PC Cleaner_FR_SEARCH,2,135863623,7211220703,Nettoyer Disque Dur - PH,2774,23.0,0.0,4,39408184063,['http://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],nettoyer disque dur
PC Cleaner_FR_SEARCH,2,135863623,7211228263,C Cleaner - EX,2385,23.0,0.0,4,38812631983,[],c cleaner
PC Cleaner_FR_SEARCH,2,135863623,7211233543,Ccleaner - EX - PRIME,10051,23.0,0.0,4,32760908023,[],ccleaner
PC Cleaner_FR_SEARCH,2,135863623,7211240143,PC Cleaner - EX - PRIME,2075,23.0,0.0,4,156041932225,['https://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pccleaner
PC Cleaner_DE_SEARCH,2,137045143,7278498943,Windows aufräumen - PH,1594,23.0,23.0,2,593838806564,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc bereinigen windows 10
PC Cleaner_ENG_AUSTRALIA_CAN_NZ_SEARCH,2,128904343,7792385383,Computer clean up-PH,821,23.0,23.0,2,447686424717,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],clean up my computer for free
Driver Updater_SE_FR_$30,4,169446943,10526161903,__FAB_Microsoft__(Broad),1847,23.0,0.0,3,190995741310,['https://www.pchelpsoft.com/driver-updater/lpfr/?tracking=PH_FR_PP_GO_SE_DU_BROAD&keyword={keyword}&campaignID=ADWORDS'],microsoft com
Driver Updater_SE_FR_$30,4,169446943,10526172103,__PERIPHERIQUE_Pilote Imprimante__(Broad),2626,23.0,0.0,4,53979062383,['http://www.pchelpsoft.com/driver-updater/lpfr/?tracking=PH_FR_PP_GO_SE_DU_BROAD&keyword={keyword}&campaignID=ADWORDS'],+pilote +imprimante
PC Cleaner_ES_SOAM_SE,4,181348183,11230961263,PC Cleaner - Gratis,2613,23.0,15.0,4,230905452603,['https://www.pchelpsoft.com/pc-cleaner/es/?tracking=PH_ES_PP_GO_SE_PCC_SOAM&keyword={keyword}&campaignID=ADWORDS'],pc cleaner gratis
Driver Updater_2019_SE_EN_V2_$30,4,187666183,11753048383,*Easyshare drivers- MOD BR,1212,23.0,0.0,4,54727519183,['http://www.pchelpsoft.com/driver-updater/en/?tracking=PH_EN_PP_GO_SE_DU&keyword={keyword}&campaignID=ADWORDS'],+kodak +software
PC Cleaner_FR_SEARCH,2,135863623,31869685405,Ordinateur Lent,2020,23.0,0.0,3,198890285267,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],ordinateur lent
PC Cleaner_FR_SEARCH,2,135863623,31869685405,Ordinateur Lent,1307,23.0,0.0,4,231512334363,['https://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],ordinateur lent
PC Cleaner_FIN_SEARCH,2,1344629032,55548880980,Ccleaner-PH,2278,23.0,19.0,2,266900796636,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fi/?tracking=PH_FI_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],ccleaner
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977148109,Computer clean up-PH,1039,23.0,18.0,3,284802180232,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en-lp/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],clean up my computer for free
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977148109,Computer clean up-PH,514,23.0,23.0,2,420999617265,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],why is my computer lagging so much
PC Cleaner_SE_SEARCH,2,178549783,57503075920,Reimage - PH,1215,23.0,15.0,3,267534764549,['https://www.pchelpsoft.com/pc-cleaner/lpse-ms/?tracking=PH_SE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],reimage
PC Cleaner_ENG_US_SEARCH,2,1489522747,67569860568,SpeedUpMyPC - COMP,1009,23.0,23.0,2,427429584463,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],how to improve computer performance
PC Cleaner_ENG_US_SEARCH,2,1489522747,67569860568,SpeedUpMyPC - COMP,393,23.0,23.0,2,427429584463,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],how to speed up my computer windows 10
PC Cleaner_DE_SEARCH,2,137045143,7278498943,Windows aufräumen - PH,2488,22.950963,22.950963,2,593838806564,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc startet langsam
PC Cleaner_DE_SEARCH,2,137045143,7278512743,PC Reinigungsprogramm - EX,883,22.928142,22.928142,2,593838806600,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc reinigungsprogramm
PC Cleaner_DE_SEARCH,2,137045143,7278513943,PC Reinigen - BR,753,22.863425,22.863425,2,593838806615,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc wartung
PC Cleaner_DE_SEARCH,2,137045143,7278509383,Computer Cleaner - EX,1407,22.853165,22.853165,2,593838806582,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],computer cleaner
PC Cleaner_FR_SEARCH,2,135863623,7211242783,Ccleaner Télécharger - BR,2967,22.766667,22.766667,3,250583867970,['http://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc cleaner gratuit windows 10
PC Cleaner_FR_SEARCH,2,135863623,7211220943,Nettoyer Ordi - PH,1296,22.635671,22.635671,2,301405467326,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],optimiser son pc
PC Cleaner_DE_SEARCH,2,137045143,7278496903,PC aufräumen - PH,1706,22.585206,22.585206,3,256907566513,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc aufräumen software
PC Cleaner_FR_SEARCH,2,135863623,7211237023,Nettoyage PC - Logiciel - EX,5257,22.573987,22.573987,2,594393826469,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],logiciel pour ordinateur
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977139989,Disk Clean Up-PH,1082,22.5,22.5,2,427429747435,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],free up space
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977138709,Pc cleaner Free,793,22.491347,22.491347,2,497791521512,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],free pc cleaner
PC Cleaner_ENG_ROW_SEARCH,2,129332503,7792400383,My Clean PC-EX,2615,22.433333,22.433333,2,271597733889,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_ROW&keyword={keyword}&campaignID=ADWORDS'],clean and speed up pc
PC Cleaner_DE_SEARCH,2,137045143,7278512383,PC Cleaner Pro- EX,1137,22.380369,22.380369,3,246351602592,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc cleaner pro
PC Cleaner_FR_SEARCH,2,135863623,31869685405,Ordinateur Lent,1422,22.3,22.3,3,247640913820,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],ordinateur trop lent
PC Cleaner_ENG_AUSTRALIA_CAN_NZ_SEARCH,2,128904343,7792385383,Computer clean up-PH,923,22.226849,22.226849,2,499117597085,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],computer system cleaner
PC Cleaner_NL_SEARCH,2,626192104,12064155823,Computer Opschonen,2580,22.217105,22.217105,2,173245816795,['https://www.pchelpsoft.com/static/lp/pc-cleaner/nl/?tracking=PH_NL_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],computer opschonen
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977148109,Computer clean up-PH,615,22.15,22.15,2,497791521722,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],why is my computer so slow
PC Cleaner_ES_SOAM_SEARCH,2,11205724530,109546641323,Limpiar PC,4033,22.122457,22.122457,2,468176118389,['https://www.pchelpsoft.com/static/lp/pc-cleaner/es/?tracking=PH_ES_PP_GO_SE_PCC_SOAM&keyword={keyword}&campaignID=ADWORDS'],limpieza de mi pc
PC Cleaner_ENG_AUSTRALIA_CAN_NZ_SEARCH,2,128904343,7792385383,Computer clean up-PH,606,22.03137,22.03137,2,448088392531,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],computer system cleaner
Hardware Helper Search English - Europe,4,90665503,4069000423,Driver For...,6357,22.0,0.0,2,15321314983,[],driver for
-- SP-Data Recovery EN SE,4,96048223,4354901263,Recover deleted files,48,22.0,0.0,2,27154862503,[],recovering deleted files
-- SP-Data Recovery EN SE,4,96048223,4363475503,File recovery software,23,22.0,0.0,2,27154863583,[],file recovery software
-- SP-Data Recovery EN SE,4,96048223,4443387463,Recover lost files,781,22.0,0.0,4,17550300223,[],recover lost files
Photo Recovery_EN_SE,4,94230703,4482226423,Undelete + sd card,696,22.0,0.0,4,27766563703,[],undelete sd card
-- SP-Data Recovery EN SE,4,96048223,4492705903,Deleted files USB,422,22.0,0.0,4,17822511343,[],deleted files from usb
-- SP-Data Recovery EN SE,4,96048223,4492705903,Deleted files USB,32,22.0,0.0,2,27154865023,[],deleted files from usb
-- SP-Data Recovery EN SE,4,96048223,5442415783,Stellar Data Recovery,514,22.0,0.0,4,21800093863,[],stellar phoenix data recovery
-- SP-Data Recovery EN SE,4,96048223,5442415783,Stellar Data Recovery,25,22.0,0.0,2,27154865743,[],stellar phoenix windows data recovery
-- PC Cleaner EN SE,4,53014303,5480187463,crap cleaner - broad,2815,22.0,0.0,4,22064740183,[],crap cleaner
-- PC Cleaner EN SE,4,53014303,5480189863,cccleaner - cccleaners,2499,22.0,0.0,2,22064718463,[],cccleaners
-- Hardware Helper EN SE Logitech,4,116197783,5911343263,Domain,3146,22.0,0.0,2,24761339983,[],logitech com
**Uninstaller-SE-EN-CA/US,4,123458503,6114723583,EX - HT - delete AVG,71,22.0,0.0,2,26110353343,[],how to delete avg
PC Cleaner_ENG_ROW_SEARCH,2,129332503,6478937503,Ccleaner-EX,6154,22.0,0.0,4,37154366743,[],ccleaner
PC Cleaner_ENG_ROW_SEARCH,2,129332503,6478946623,Cclean-EX,1906,22.0,0.0,4,28147112263,[],cclean
Data Recovery_ENG_SE - $39.00,4,129796663,6489950023,File Recovery (Soft) - EX,856,22.0,0.0,4,37437849943,['http://www.pchelpsoft.com/data-recovery/?camp=PH_EN_PP_GO_SE_DR'],file recovery software
PC Cleaner_NO_SEARCH,3,134654983,7143086863,Raskere PC - BR,238,22.0,0.0,4,155232685631,['https://www.pchelpsoft.com/pc-cleaner/lpno-ms/?tracking=PH_NO_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],raskere pc gratis
PC Cleaner_FR_SEARCH,2,135863623,7211240143,PC Cleaner - EX - PRIME,1201,22.0,0.0,4,44889004783,['http://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc cleaner
PC Cleaner_FR_SEARCH,2,135863623,7211240743,PC Cleaner Gratuit - EX,789,22.0,0.0,4,38812626703,[],pc cleaner gratuit
PC Cleaner_DE_SEARCH,2,137045143,7278514303,PC Cleaner - BR,1897,22.0,0.0,4,49357087903,['http://www.pchelpsoft.com/pc-cleaner/lpde/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc cleaner kostenlos
PC Cleaner_ENG_ROW_SEARCH,2,129332503,7792397143,Clean My PC-PH,4803,22.0,22.0,4,248629880579,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_ROW&keyword={keyword}&campaignID=ADWORDS'],clean my pc
Outlook PST Repair - GEO - Australia - $70,4,155742583,8168442103,ScanPST - BR,743,22.0,0.0,4,40431924223,['http://www.pchelpsoft.com/windows-outlook-recovery/info/inbox-repair-tool/?tracking=PH_EN_PP_GO_SE_PST_AU&campaignID=ADWORDS&keyword={keyword}'],scan pst
PC Cleaner_FR_SEARCH,2,135863623,11706035503,CClean - BR,4359,22.0,0.0,3,231320744362,['http://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],+ cclean
PC Cleaner_IT_SEARCH,2,1463370133,57594814500,Computer Lento,996,22.0,18.0,2,279975549118,['https://www.pchelpsoft.com/static/lp/pc-cleaner/it/?tracking=PH_IT_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],computer lento
PC Cleaner_FR_SEARCH,2,135863623,7211219383,Nettoyage Ordi - PH,1133,21.941834,21.941834,3,324585094542,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],nettoyage de mon ordi
PC Cleaner_DE_SEARCH,2,137045143,7278496543,Festplatte aufräumen - PH,1819,21.9,21.9,2,447761000774,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],festplatte aufräumen freeware
PC Cleaner_DK_SEARCH,2,953714811,120662127009,Hurtig PC V2,1642,21.890254,21.890254,2,499343628699,['https://www.pchelpsoft.com/static/lp/pc-cleaner/dk/?tracking=PH_DK_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc hjælp
PC Cleaner_ENG_US_SEARCH,2,1489522747,60430718594,Fix Computer,788,21.847179,21.847179,2,497791521764,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/fix-windows-issues/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],computer help
PC Cleaner_FR_SEARCH,2,135863623,31869685405,Ordinateur Lent,1961,21.747773,21.747773,2,301405467521,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],ordinateur lent que faire
PC Cleaner_ES_SOAM_SEARCH,2,11205724530,109546644683,Optimizar PC - PH,3408,21.731081,21.731081,2,468176118614,['https://www.pchelpsoft.com/static/lp/pc-cleaner/es/?tracking=PH_ES_PP_GO_SE_PCC_SOAM&keyword={keyword}&campaignID=ADWORDS'],mejorar la velocidad de mi pc
PC Cleaner_FR_SEARCH,2,135863623,7211219383,Nettoyage Ordi - PH,1255,21.54914,21.54914,3,231512334183,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],nettoyage de mon ordi
Driver Updater_SE_FR_$30,4,169446943,10526132023,__FAB_HP__(Broad),2620,21.5,7.5,2,263426766383,['https://www.pchelpsoft.com/driver-updater/lpfr/?tracking=PH_FR_PP_GO_SE_DU_BROAD&keyword={keyword}&campaignID=ADWORDS'],hp
PC Cleaner_FR_SEARCH,2,135863623,31869685405,Ordinateur Lent,1911,21.5,20.5,3,247640913820,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],mon ordinateur est lent
PC Cleaner_IT_SEARCH,2,1463370133,55396900485,Pulizia PC,1810,21.498838,21.498838,2,424850309454,['https://www.pchelpsoft.com/static/lp/pc-cleaner/it/?tracking=PH_IT_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],programma pulizia computer gratis
PC Cleaner_DE_SEARCH,2,137045143,7278498943,Windows aufräumen - PH,1556,21.305258,21.305258,2,455094138958,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],windows aufräumen
PC Cleaner_FIN_SEARCH,2,1344629032,64333694590,Tietokoneen Nopeuttaminen,829,21.298893,21.298893,2,583942025940,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fi/?tracking=PH_FI_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],hidas tietokone nopeammaksi
PC Cleaner_FR_SEARCH,2,135863623,7211219383,Nettoyage Ordi - PH,1500,21.233776,21.233776,2,594393826511,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],comment faire un nettoyage de son pc
