campaign_name,campaign_status,campaign_id,ad_group_id,ad_group_name,metrics_clicks,metrics_conversions,metrics_conversions_by_conversion_date,ad_group_ad_status,ad_group_ad_ad_id,final_urls,keyword
PC Cleaner_FR_SEARCH,2,135863623,7211240143,PC Cleaner - EX - PRIME,151619,1918.813754,1219.813754,3,231512334147,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pccleaner
PC Cleaner_FR_SEARCH,2,135863623,7211233543,Ccleaner - EX - PRIME,175789,1373.019233,1286.019233,3,231273216141,['http://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],ccleaner
PC Cleaner_FR_SEARCH,2,135863623,7211220943,Nettoyer Ordi - PH,97935,1302.670533,644.670533,3,231512334201,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],nettoyer mon ordi
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977148109,Computer clean up-PH,25013,954.727433,954.727433,2,420999617265,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],clean up my computer for free
PC Cleaner_FR_SEARCH,2,135863623,7211220943,Nettoyer Ordi - PH,38387,918.0,0.0,3,179157077244,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],nettoyer mon ordi
PC Cleaner_FR_SEARCH,2,135863623,7211240143,PC Cleaner - EX - PRIME,47214,880.0,0.0,4,52328354023,['http://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pccleaner
PC Cleaner_FR_SEARCH,2,135863623,7211219023,Nettoyage Disque Dur - PH,50081,816.198677,816.198677,3,231512333994,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],nettoyeur de disque dur gratuit
PC Cleaner_ES_SOAM_SE,4,181348183,11230963303,Cleaner - Broad - PRIME,248960,815.771667,512.771667,4,230905452441,['https://www.pchelpsoft.com/pc-cleaner/es/?tracking=PH_ES_PP_GO_SE_PCC_SOAM&keyword={keyword}&campaignID=ADWORDS'],pc cleaner
PC Cleaner_FR_SEARCH,2,135863623,7211242783,Ccleaner Télécharger - BR,81067,770.003807,770.003807,3,250583867970,['http://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],logiciel clean
PC Cleaner_DE_SEARCH,2,137045143,10519187143,PC Schneller Machen - PH,37946,735.211905,720.211905,3,246378306410,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc schneller machen
PC Cleaner_FR_SEARCH,2,135863623,7211233543,Ccleaner - EX - PRIME,96648,698.929198,698.929198,2,301405467077,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],ccleaner
PC Cleaner_ENG_ROW_SEARCH,2,129332503,6486784063,Cleaner Broad-BR,132947,693.629634,683.629634,2,271597733976,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_ROW&keyword={keyword}&campaignID=ADWORDS'],pc cleaner
PC Cleaner_NL_SEARCH,2,626192104,12065691343,Computer Sneller Maken,46969,655.87737,637.87737,2,324967287499,['https://www.pchelpsoft.com/static/lp/pc-cleaner/nl/?tracking=PH_NL_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],computer sneller maken
PC Cleaner_NL_SEARCH,2,626192104,12065691343,Computer Sneller Maken,42933,601.967449,469.967449,2,200264657424,['https://www.pchelpsoft.com/static/lp/pc-cleaner/nl/?tracking=PH_NL_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],computer sneller maken
PC Cleaner_FR_SEARCH,2,135863623,7211240143,PC Cleaner - EX - PRIME,26832,598.296984,455.296984,3,231512334147,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc cleaner
PC Cleaner_NL_SEARCH,2,626192104,12064156183,PC Cleaner,44615,584.580001,580.580001,2,330321565609,['https://www.pchelpsoft.com/static/lp/pc-cleaner/nl/?tracking=PH_NL_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],+ pc cleaner
Photo Recovery_EN_SE,4,94230703,4772923663,Card recovery software,14262,580.0,0.0,4,39250401103,['http://www.pchelpsoft.com/photo-recovery/info/sd-card-recovery/?tracking=PH_EN_PP_GO_SE_PR&keyword={keyword}&campaignID=ADWORDS&t=memory-card'],card recovery freeware
PC Cleaner_ES_SOAM_SE,4,181348183,11230963543,Optimizar PC - PH,98582,566.333333,380.333333,4,230905452624,['https://www.pchelpsoft.com/pc-cleaner/es/?tracking=PH_ES_PP_GO_SE_PCC_SOAM&keyword={keyword}&campaignID=ADWORDS'],optimizar el pc
PC Cleaner_DE_SEARCH,2,137045143,7278514303,PC Cleaner - BR,40294,555.4,502.4,3,228677626440,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc cleaner kostenlos
Photo Recovery_EN_SE,4,94230703,4293164983,Recover + pictures,27953,548.0,0.0,4,17249472703,[],recover deleted pictures
PC Cleaner_DE_SEARCH,2,137045143,7278514303,PC Cleaner - BR,43897,533.666667,416.666667,3,173035867810,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc cleaner kostenlos
PC Cleaner_ENG_AUSTRALIA_CAN_NZ_SEARCH,2,128904343,7792385383,Computer clean up-PH,21660,530.295308,530.295308,2,394843280856,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],clean up my computer for free
PC Cleaner_FR_SEARCH,2,135863623,31869685405,Ordinateur Lent,42717,527.869999,518.869999,3,231512334360,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],ordinateur lent
PC Cleaner_DE_SEARCH,2,137045143,7278506743,Ccleaner download - EX,58973,514.725081,514.725081,2,302295972930,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],ccleaner download
PC Cleaner_ENG_ROW_SEARCH,2,129332503,6486784063,Cleaner Broad-BR,64401,496.994415,421.994415,3,250583296959,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_ROW&keyword={keyword}&campaignID=ADWORDS'],pc cleaner
-- PC Cleaner EN SE,4,53014303,5480191423,ccleaner - broad,85263,480.0,0.0,2,22064742463,[],ccleaner
Photo Recovery_EN_SE,4,94230703,4772923663,Card recovery software,10891,472.0,48.0,4,251187764040,['http://www.pchelpsoft.com/photo-recovery/info/?tracking=PH_EN_PP_GO_SE_PR&keyword={keyword}&campaignID=ADWORDS&gclid={_gclid}'],card recovery freeware
PC Cleaner_NL_SEARCH,2,626192104,12065691343,Computer Sneller Maken,22289,467.25,151.25,2,200264722485,['https://www.pchelpsoft.com/static/lp/pc-cleaner/nl/?tracking=PH_NL_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],computer sneller maken
PC Cleaner_FR_SEARCH,2,135863623,7211240143,PC Cleaner - EX - PRIME,14413,466.0,0.0,4,44889004663,['http://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc cleaner
-- SP-Data Recovery EN SE,4,96048223,4354901263,Recover deleted files,1067,463.0,0.0,2,27154861423,[],recover deleted files
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977148109,Computer clean up-PH,13986,460.4,442.4,3,284802180223,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en-lp/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],clean up my computer for free
PC Cleaner_ENG_US_SEARCH,2,1489522747,67569860568,SpeedUpMyPC - COMP,11866,455.345791,455.345791,2,427429584463,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],speed up my pc
PC Cleaner_FR_SEARCH,2,135863623,7211242783,Ccleaner Télécharger - BR,52555,450.694758,450.694758,2,301405467518,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],logiciel clean
PC Cleaner_ENG_ROW_SEARCH,2,129332503,6486784063,Cleaner Broad-BR,58677,448.092553,420.092553,3,250583296968,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_ROW&keyword={keyword}&campaignID=ADWORDS'],pc cleaner
PC Cleaner_DE_SEARCH,2,137045143,7278514303,PC Cleaner - BR,24782,434.0,0.0,4,49357088023,['http://www.pchelpsoft.com/pc-cleaner/lpde/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc cleaner kostenlos
PC Cleaner_ES_SOAM_SEARCH,2,11205724530,109546644683,Optimizar PC - PH,64911,429.262953,429.262953,2,468176118614,['https://www.pchelpsoft.com/static/lp/pc-cleaner/es/?tracking=PH_ES_PP_GO_SE_PCC_SOAM&keyword={keyword}&campaignID=ADWORDS'],optimizar el pc
PC Cleaner_FR_SEARCH,2,135863623,7211240143,PC Cleaner - EX - PRIME,25799,421.0,0.0,4,155232686108,['https://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pccleaner
**Uninstaller-SE-EN-CA/US,4,123458503,6113321503,PH - free uninstaller,538,418.0,0.0,2,26076298423,[],free uninstaller
PC Cleaner_FR_SEARCH,2,135863623,7211222983,PC Cleaner - PH - PRIME,17964,417.0,0.0,4,39422244703,['http://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc cleaner
Photo Recovery_EN_SE,4,94230703,4482226423,Undelete + sd card,11064,411.0,0.0,4,23947219303,[],undelete sd card
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977148109,Computer clean up-PH,9604,403.172225,403.172225,2,420999617265,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],speed up my computer
PC Cleaner_ENG_ROW_SEARCH,2,129332503,6478937503,Ccleaner-EX,70196,400.446667,390.446667,2,250583296272,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_ROW&keyword={keyword}&campaignID=ADWORDS'],ccleaner
PC Cleaner_ENG_ROW_SEARCH,2,129332503,6486784063,Cleaner Broad-BR,60135,386.677598,364.677598,3,250583296959,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_ROW&keyword={keyword}&campaignID=ADWORDS'],ccleaner download
PC Cleaner_ENG_AUSTRALIA_CAN_NZ_SEARCH,2,128904343,7792385383,Computer clean up-PH,19854,384.8,349.8,2,246589578143,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],clean up my computer for free
PC Cleaner_FR_SEARCH,2,135863623,31869685405,Ordinateur Lent,29103,374.491533,371.491533,2,301405467521,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],ordinateur lent
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977139989,Disk Clean Up-PH,13852,373.111786,373.111786,2,427429747435,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],disk cleanup
PC Cleaner_ES_SOAM_SE,4,181348183,11230963303,Cleaner - Broad - PRIME,109257,364.0,0.0,4,54988166023,['http://www.pchelpsoft.com/pc-cleaner/es/?tracking=PH_ES_PP_GO_SE_PCC_SOAM&keyword={keyword}&campaignID=ADWORDS'],pc cleaner
**Uninstaller-SE-EN-CA/US,4,123458503,6113321503,PH - free uninstaller,519,360.0,0.0,2,26076298543,[],free uninstaller
PC Cleaner_FR_SEARCH,2,135863623,7211240143,PC Cleaner - EX - PRIME,10403,359.0,0.0,4,52328353903,['http://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc cleaner
Photo Recovery_EN_SE,4,94230703,4293164983,Recover + pictures,15051,357.0,0.0,4,39250399303,[],recover deleted pictures
PC Cleaner_ENG_ROW_SEARCH,2,129332503,6478937503,Ccleaner-EX,85318,352.394223,352.394223,2,250583296272,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_ROW&keyword={keyword}&campaignID=ADWORDS'],ccleaner
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977147189,Cleaner Broad-BR,15455,349.193002,327.193002,3,284802180211,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en-lp/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],ccleaner download
PC Cleaner_ENG_ROW_SEARCH,2,129332503,6486784063,Cleaner Broad-BR,58715,347.212271,341.212271,3,250583296968,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_ROW&keyword={keyword}&campaignID=ADWORDS'],ccleaner download
-- SP-Data Recovery EN SE,4,96048223,4354901263,Recover deleted files,728,347.0,0.0,2,27154862263,[],recover deleted files
PC Cleaner_FR_SEARCH,2,135863623,11706035503,CClean - BR,29986,341.0,0.0,4,54007962943,['http://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],+ cclean
PC Cleaner_DE_SEARCH,2,137045143,7278514303,PC Cleaner - BR,21286,330.086889,330.086889,2,430749406532,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc cleaner kostenlos
PC Cleaner_ES_SEARCH,2,144566263,7704729103,Limpia PC,47694,327.400001,318.400001,2,302579823280,['https://www.pchelpsoft.com/static/lp/pc-cleaner/es/?tracking=PH_ES_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],limpia pc
PC Cleaner_FR_SEARCH,2,135863623,7211240143,PC Cleaner - EX - PRIME,15974,327.0,0.0,4,155232686105,['https://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pccleaner
PC Cleaner_FR_SEARCH,2,135863623,31869685405,Ordinateur Lent,18194,326.530791,283.530791,3,247640913820,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],ordinateur lent
PC Cleaner_FR_SEARCH,2,135863623,7211220943,Nettoyer Ordi - PH,27355,325.597292,309.597292,2,301405467326,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],nettoyer mon ordi
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977148109,Computer clean up-PH,9675,317.586135,317.586135,2,420999617265,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],clean up computer
PC Cleaner_FR_SEARCH,2,135863623,7211240143,PC Cleaner - EX - PRIME,16365,316.0,0.0,4,179105830448,['https://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pccleaner
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977148109,Computer clean up-PH,8600,299.815179,299.815179,2,420999617265,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],clean up your computer
Photo Recovery_EN_SE,4,94230703,4772923663,Card recovery software,4356,297.0,0.0,4,39250400983,['http://www.pchelpsoft.com/photo-recovery/info/sd-card-recovery/?tracking=PH_EN_PP_GO_SE_PR&keyword={keyword}&campaignID=ADWORDS&t=memory-card'],card recovery freeware
PC Cleaner_FR_SEARCH,2,135863623,7211240143,PC Cleaner - EX - PRIME,15959,295.0,0.0,4,52328353903,['http://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pccleaner
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977148109,Computer clean up-PH,7605,289.112683,289.112683,2,420999617265,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],how to make my computer faster
PC Cleaner_DE_SEARCH,2,137045143,7278506383,Ccleaner,39503,288.50119,288.50119,2,302295972927,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],Ccleaner
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977137789,Ccleaner-PH,15767,282.08416,282.08416,2,497791521500,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],ccleaner
PC Cleaner_FR_SEARCH,2,135863623,7211240143,PC Cleaner - EX - PRIME,9082,281.0,0.0,4,39408181183,['http://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc cleaner
PC Cleaner_DE_SEARCH,2,137045143,7278513943,PC Reinigen - BR,18798,277.5,172.5,3,246351602604,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc reinigen software
PC Cleaner_NL_SEARCH,2,626192104,12064156183,PC Cleaner,21879,275.5,31.5,2,200264367594,['https://www.pchelpsoft.com/static/lp/pc-cleaner/nl/?tracking=PH_NL_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],+ pc cleaner
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977148109,Computer clean up-PH,15650,273.139429,273.139429,2,497791521722,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],ccleaner download
PC Cleaner_ES_SOAM_SEARCH,2,11205724530,109546643003,Limpiar PC - Mi PC,28035,271.371075,271.371075,2,468176118443,['https://www.pchelpsoft.com/static/lp/pc-cleaner/es/?tracking=PH_ES_PP_GO_SE_PCC_SOAM&keyword={keyword}&campaignID=ADWORDS'],limpiar pc
PC Cleaner_ENG_ROW_SEARCH,2,129332503,6486784063,Cleaner Broad-BR,39741,269.1157,269.1157,2,271597733976,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_ROW&keyword={keyword}&campaignID=ADWORDS'],my computer is slow how to fix
Photo Recovery_EN_SE,4,94230703,8061695023,-- Photo Retrieval - BR,6020,263.0,0.0,4,39250394983,['http://www.pchelpsoft.com/photo-recovery/info/?tracking=PH_EN_PP_GO_SE_PR&keyword={keyword}&campaignID=ADWORDS&t=retrieve-pictures'],photo retrieval free
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977141349,Clean Computer Broad-BR,8577,255.88676,255.88676,2,497791521545,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],computer cleaner
PC Cleaner_ENG_AUSTRALIA_CAN_NZ_SEARCH,2,128904343,6345853543,CCleaner,14519,255.198692,255.198692,2,427462092446,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],ccleaner
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977141349,Clean Computer Broad-BR,9873,255.192312,255.192312,2,436334530995,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],computer cleaner
PC Cleaner_FR_SEARCH,2,135863623,7211233543,Ccleaner - EX - PRIME,24091,255.0,0.0,3,194106718464,['http://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],ccleaner
PC Cleaner_ENG_ROW_SEARCH,2,129332503,51482572777,Reimage - PH,19194,249.127642,168.127642,4,259335079326,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_ROW&keyword={keyword}&campaignID=ADWORDS'],reimage
PC Cleaner_FR_SEARCH,2,135863623,7211240143,PC Cleaner - EX - PRIME,16081,248.135863,248.135863,3,231512334147,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc cleaner
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977148109,Computer clean up-PH,7993,247.5,206.5,3,284802180229,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en-lp/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],clean up my computer for free
PC Cleaner_FR_SEARCH,2,135863623,7211240143,PC Cleaner - EX - PRIME,20222,247.285372,247.285372,3,231512334147,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],cleaner pc
Hardware Helper_ENG_SE_LOGITECH,4,130541623,6565036903,Logitech.com - Downloads-EX,12763,247.0,0.0,2,29074595383,[],www logitech com downloads
PC Cleaner_FR_SEARCH,2,135863623,7211234143,Ccleaner Gratuit - EX,35136,246.945899,246.945899,2,301405467482,['https://www.pchelpsoft.com/static/lp/pc-cleaner/fr/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],ccleaner gratuit
PC Cleaner_FR_SEARCH,2,135863623,7211234143,Ccleaner Gratuit - EX,27134,239.873333,210.873333,3,250583867754,['http://www.pchelpsoft.com/pc-cleaner/lpfr-ms/?tracking=PH_FR_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],ccleaner gratuit
PC Cleaner_ES_SOAM_SE,4,181348183,11230963303,Cleaner - Broad - PRIME,48379,238.0,0.0,3,171113622360,['https://www.pchelpsoft.com/pc-cleaner/es/?tracking=PH_ES_PP_GO_SE_PCC_SOAM&keyword={keyword}&campaignID=ADWORDS'],pc cleaner
PC Cleaner_ENG_AUSTRALIA_CAN_NZ_SEARCH,2,128904343,6345853543,CCleaner,12207,236.29896,236.29896,2,448088392498,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],ccleaner
PC Cleaner_NO_SEARCH,3,134654983,7143106903,Ccleaner Download- PH,9687,236.0,0.0,4,49823359303,['http://www.pchelpsoft.com/pc-cleaner/lpno-ms/?tracking=PH_NO_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS&gclid=test'],ccleaner download free
PC Cleaner_ENG_ROW_SEARCH,2,129332503,6486784063,Cleaner Broad-BR,71282,235.308081,232.308081,2,271597733976,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_ROW&keyword={keyword}&campaignID=ADWORDS'],ccleaner download
PC Cleaner_DE_SEARCH,2,137045143,7278513943,PC Reinigen - BR,14637,232.557142,201.557142,3,246351602601,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc reinigen software
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977147189,Cleaner Broad-BR,11930,232.449479,232.449479,2,497791521596,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],ccleaner
PC Cleaner_DE_SEARCH,2,137045143,7278514303,PC Cleaner - BR,17453,232.0,0.0,4,54038976223,['http://www.pchelpsoft.com/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc cleaner kostenlos
PC Cleaner_DE_SEARCH,2,137045143,7278506743,Ccleaner download - EX,18398,230.633333,230.633333,2,302295972930,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],ccleaner download
PC Cleaner_ES_SEARCH,2,144566263,7729403983,Cleaner - Broad - PRIME,37715,230.513942,217.513942,2,302579823526,['https://www.pchelpsoft.com/static/lp/pc-cleaner/es/?tracking=PH_ES_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc cleaner
-- SP-Data Recovery EN SE,4,96048223,4354901263,Recover deleted files,485,229.0,0.0,2,27154862503,[],recover deleted files
PC Cleaner_DE_SEARCH,2,137045143,7278498943,Windows aufräumen - PH,18428,226.260845,226.260845,2,455094138958,['https://www.pchelpsoft.com/static/lp/pc-cleaner/de/?tracking=PH_DE_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],reparatur tool kostenlos
-- SP-Data Recovery EN SE,4,96048223,4443387463,Recover lost files,590,225.0,0.0,3,27116232583,[],recover lost files
PC Cleaner_ES_SEARCH,2,144566263,7729403983,Cleaner - Broad - PRIME,41179,224.0,0.0,4,44581179223,['http://www.pchelpsoft.com/pc-cleaner/lpes-ms/?tracking=PH_ES_PP_GO_SE_PCC&keyword={keyword}&campaignID=ADWORDS'],pc cleaner
PC Cleaner_ENG_US_SEARCH,2,1489522747,56977141349,Clean Computer Broad-BR,8309,223.95,220.95,3,285562111370,['https://www.pchelpsoft.com/static/lp/pc-cleaner/en-lp/?tracking=PH_EN_PP_GO_SE_PCC_US&keyword={keyword}&campaignID=ADWORDS'],computer cleaner
